timestamp,city,aqi_actual,aqi_predicted,aqi_category,risk_level,outdoor_activity,mask_recommendation,hour
2025-11-23 07:00:00,Tokyo,37,37.187477111816406,Good,Low,Unrestricted,Not necessary,7
2025-11-23 07:00:00,Mexico City,81,81.12993621826172,Moderate,Low,Generally Safe,Not necessary,7
2025-11-23 07:00:00,New York,23,22.643108367919922,Good,Low,Unrestricted,Not necessary,7
2025-11-23 07:00:00,Mumbai,217,217.53297424316406,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,7
2025-11-23 07:00:00,Beijing,191,191.69703674316406,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,7
2025-11-23 07:00:00,London,4,4.090054988861084,Good,Low,Unrestricted,Not necessary,7
2025-11-23 07:00:00,Cairo,89,89.20408630371094,Moderate,Low,Generally Safe,Not necessary,7
2025-11-23 07:00:00,Delhi,201,199.6237335205078,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,7
2025-11-23 07:00:00,São Paulo,38,38.257774353027344,Good,Low,Unrestricted,Not necessary,7
2025-11-23 08:00:00,São Paulo,35,35.163841247558594,Good,Low,Unrestricted,Not necessary,8
2025-11-23 08:00:00,Mexico City,87,86.16670227050781,Moderate,Low,Generally Safe,Not necessary,8
2025-11-23 08:00:00,Cairo,89,89.70406341552734,Moderate,Low,Generally Safe,Not necessary,8
2025-11-23 08:00:00,London,4,4.046230792999268,Good,Low,Unrestricted,Not necessary,8
2025-11-23 08:00:00,Tokyo,39,39.469722747802734,Good,Low,Unrestricted,Not necessary,8
2025-11-23 08:00:00,Mumbai,218,217.4132843017578,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,8
2025-11-23 08:00:00,Delhi,200,200.26097106933594,Unknown,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,8
2025-11-23 08:00:00,New York,22,22.004091262817383,Good,Low,Unrestricted,Not necessary,8
2025-11-23 08:00:00,Los Angeles,21,21.15054702758789,Good,Low,Unrestricted,Not necessary,8
2025-11-23 08:00:00,Beijing,192,193.439208984375,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,8
2025-11-23 09:00:00,Beijing,181,182.28102111816406,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,9
2025-11-23 09:00:00,Delhi,198,199.9219512939453,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,9
2025-11-23 09:00:00,Mumbai,220,218.36549377441406,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,9
2025-11-23 09:00:00,New York,19,19.228471755981445,Good,Low,Unrestricted,Not necessary,9
2025-11-23 09:00:00,Cairo,89,89.65355682373047,Moderate,Low,Generally Safe,Not necessary,9
2025-11-23 09:00:00,London,4,3.9134509563446045,Good,Low,Unrestricted,Not necessary,9
2025-11-23 09:00:00,São Paulo,32,32.01695251464844,Good,Low,Unrestricted,Not necessary,9
2025-11-23 09:00:00,Mexico City,89,89.1977767944336,Moderate,Low,Generally Safe,Not necessary,9
2025-11-23 09:00:00,Tokyo,43,42.85881042480469,Good,Low,Unrestricted,Not necessary,9
2025-11-23 09:00:00,Los Angeles,19,19.140195846557617,Good,Low,Unrestricted,Not necessary,9
2025-11-23 10:00:00,Los Angeles,18,18.176738739013672,Good,Low,Unrestricted,Not necessary,10
2025-11-23 10:00:00,Mexico City,92,90.79854583740234,Moderate,Low,Generally Safe,Not necessary,10
2025-11-23 10:00:00,New York,19,18.94928550720215,Good,Low,Unrestricted,Not necessary,10
2025-11-23 10:00:00,Delhi,195,194.400634765625,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,10
2025-11-23 10:00:00,Beijing,180,181.5025177001953,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,10
2025-11-23 10:00:00,Tokyo,48,47.92517852783203,Good,Low,Unrestricted,Not necessary,10
2025-11-23 10:00:00,Cairo,90,89.65355682373047,Moderate,Low,Generally Safe,Not necessary,10
2025-11-23 10:00:00,Mumbai,225,222.0009307861328,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,10
2025-11-23 10:00:00,São Paulo,31,30.85305404663086,Good,Low,Unrestricted,Not necessary,10
2025-11-23 10:00:00,London,4,4.046230792999268,Good,Low,Unrestricted,Not necessary,10
2025-11-23 11:00:00,London,5,4.997681617736816,Good,Low,Unrestricted,Not necessary,11
2025-11-23 11:00:00,Tokyo,52,51.80982971191406,Moderate,Low,Generally Safe,Not necessary,11
2025-11-23 11:00:00,Mexico City,96,95.22101593017578,Moderate,Low,Generally Safe,Not necessary,11
2025-11-23 11:00:00,Los Angeles,18,17.966650009155273,Good,Low,Unrestricted,Not necessary,11
2025-11-23 11:00:00,São Paulo,29,29.10448455810547,Good,Low,Unrestricted,Not necessary,11
2025-11-23 11:00:00,Mumbai,233,226.19190979003906,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,11
2025-11-23 11:00:00,Beijing,180,181.49896240234375,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,11
2025-11-23 11:00:00,New York,18,18.119739532470703,Good,Low,Unrestricted,Not necessary,11
2025-11-23 11:00:00,Delhi,193,192.7246551513672,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,11
2025-11-23 11:00:00,Cairo,90,90.91278839111328,Moderate,Low,Generally Safe,Not necessary,11
2025-11-23 12:00:00,Mexico City,500,358.8882751464844,Hazardous,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,12
2025-11-23 12:00:00,Beijing,183,182.90890502929688,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,12
2025-11-23 12:00:00,New York,19,18.75956916809082,Good,Low,Unrestricted,Not necessary,12
2025-11-23 12:00:00,Mumbai,241,232.40257263183594,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,12
2025-11-23 12:00:00,São Paulo,28,27.519073486328125,Good,Low,Unrestricted,Not necessary,12
2025-11-23 12:00:00,London,5,4.997681617736816,Good,Low,Unrestricted,Not necessary,12
2025-11-23 12:00:00,Delhi,170,172.11378479003906,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,12
2025-11-23 12:00:00,Cairo,90,89.7338638305664,Moderate,Low,Generally Safe,Not necessary,12
2025-11-23 12:00:00,Los Angeles,19,18.86540412902832,Good,Low,Unrestricted,Not necessary,12
2025-11-23 12:00:00,Tokyo,53,52.84928512573242,Moderate,Low,Generally Safe,Not necessary,12
2025-11-23 13:00:00,London,5,4.997681617736816,Good,Low,Unrestricted,Not necessary,13
2025-11-23 13:00:00,Mexico City,104,83.58573913574219,Moderate,Low,Generally Safe,Not necessary,13
2025-11-23 13:00:00,São Paulo,26,26.1151065826416,Good,Low,Unrestricted,Not necessary,13
2025-11-23 13:00:00,Beijing,188,187.24649047851562,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,13
2025-11-23 13:00:00,Mumbai,250,238.01121520996094,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,13
2025-11-23 13:00:00,Cairo,89,89.56344604492188,Moderate,Low,Generally Safe,Not necessary,13
2025-11-23 13:00:00,Delhi,160,162.21966552734375,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,13
2025-11-23 13:00:00,Los Angeles,22,21.90394401550293,Good,Low,Unrestricted,Not necessary,13
2025-11-23 13:00:00,New York,20,19.871353149414062,Good,Low,Unrestricted,Not necessary,13
2025-11-23 13:00:00,Tokyo,53,52.866065979003906,Moderate,Low,Generally Safe,Not necessary,13
2025-11-23 14:00:00,Los Angeles,25,25.78481101989746,Good,Low,Unrestricted,Not necessary,14
2025-11-23 14:00:00,Delhi,157,158.33544921875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,14
2025-11-23 14:00:00,Cairo,88,88.06287384033203,Moderate,Low,Generally Safe,Not necessary,14
2025-11-23 14:00:00,Tokyo,52,52.026283264160156,Moderate,Low,Generally Safe,Not necessary,14
2025-11-23 14:00:00,Beijing,192,192.6160430908203,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,14
2025-11-23 14:00:00,Mumbai,258,257.9169921875,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,14
2025-11-23 14:00:00,London,5,4.997681617736816,Good,Low,Unrestricted,Not necessary,14
2025-11-23 14:00:00,New York,21,20.991350173950195,Good,Low,Unrestricted,Not necessary,14
2025-11-23 14:00:00,São Paulo,25,25.101057052612305,Good,Low,Unrestricted,Not necessary,14
2025-11-23 14:00:00,Mexico City,106,286.2844543457031,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,14
2025-11-23 15:00:00,São Paulo,23,22.883438110351562,Good,Low,Unrestricted,Not necessary,15
2025-11-23 15:00:00,Mexico City,107,112.03443145751953,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,15
2025-11-23 15:00:00,Mumbai,263,261.7586669921875,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,15
2025-11-23 15:00:00,Cairo,89,89.56344604492188,Moderate,Low,Generally Safe,Not necessary,15
2025-11-23 15:00:00,Los Angeles,29,29.103269577026367,Good,Low,Unrestricted,Not necessary,15
2025-11-23 15:00:00,London,3,3.1952152252197266,Good,Low,Unrestricted,Not necessary,15
2025-11-23 15:00:00,Delhi,158,160.4932098388672,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,15
2025-11-23 15:00:00,Tokyo,50,49.7998161315918,Good,Low,Unrestricted,Not necessary,15
2025-11-23 15:00:00,New York,22,22.349855422973633,Good,Low,Unrestricted,Not necessary,15
2025-11-23 15:00:00,Beijing,196,197.58157348632812,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,15
2025-11-23 16:00:00,Cairo,90,89.63343811035156,Moderate,Low,Generally Safe,Not necessary,16
2025-11-23 16:00:00,London,2,2.3700616359710693,Good,Low,Unrestricted,Not necessary,16
2025-11-23 16:00:00,Mexico City,109,107.83990478515625,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,16
2025-11-23 16:00:00,Tokyo,47,46.69649887084961,Good,Low,Unrestricted,Not necessary,16
2025-11-23 16:00:00,Delhi,161,160.88430786132812,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,16
2025-11-23 16:00:00,Beijing,204,204.0205078125,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,16
2025-11-23 16:00:00,Los Angeles,33,32.69490432739258,Good,Low,Unrestricted,Not necessary,16
2025-11-23 16:00:00,São Paulo,20,20.13336181640625,Good,Low,Unrestricted,Not necessary,16
2025-11-23 16:00:00,Mumbai,264,268.3256530761719,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,16
2025-11-23 16:00:00,New York,24,24.378498077392578,Good,Low,Unrestricted,Not necessary,16
2025-11-23 17:00:00,Mexico City,111,114.56824493408203,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,17
2025-11-23 17:00:00,Tokyo,43,42.85873794555664,Good,Low,Unrestricted,Not necessary,17
2025-11-23 17:00:00,Delhi,165,164.78118896484375,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,17
2025-11-23 17:00:00,London,2,2.19384503364563,Good,Low,Unrestricted,Not necessary,17
2025-11-23 17:00:00,Beijing,217,218.89266967773438,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,17
2025-11-23 17:00:00,Los Angeles,35,34.70125961303711,Good,Low,Unrestricted,Not necessary,17
2025-11-23 17:00:00,Cairo,88,88.13286590576172,Moderate,Low,Generally Safe,Not necessary,17
2025-11-23 17:00:00,São Paulo,18,18.01092529296875,Good,Low,Unrestricted,Not necessary,17
2025-11-23 17:00:00,Mumbai,261,267.7546081542969,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,17
2025-11-23 17:00:00,New York,28,28.062602996826172,Good,Low,Unrestricted,Not necessary,17
2025-11-23 18:00:00,New York,31,31.033113479614258,Good,Low,Unrestricted,Not necessary,18
2025-11-23 18:00:00,Mexico City,107,107.49520874023438,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,18
2025-11-23 18:00:00,Tokyo,38,37.88103485107422,Good,Low,Unrestricted,Not necessary,18
2025-11-23 18:00:00,Mumbai,256,265.27001953125,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,18
2025-11-23 18:00:00,Los Angeles,35,35.5652961730957,Good,Low,Unrestricted,Not necessary,18
2025-11-23 18:00:00,Beijing,228,230.5402069091797,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,18
2025-11-23 18:00:00,São Paulo,15,15.211974143981934,Good,Low,Unrestricted,Not necessary,18
2025-11-23 18:00:00,London,2,2.066154718399048,Good,Low,Unrestricted,Not necessary,18
2025-11-23 18:00:00,Delhi,170,168.89700317382812,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,18
2025-11-23 18:00:00,Cairo,88,88.04944610595703,Moderate,Low,Generally Safe,Not necessary,18
2025-11-23 19:00:00,São Paulo,14,14.159948348999023,Good,Low,Unrestricted,Not necessary,19
2025-11-23 19:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,19
2025-11-23 19:00:00,Mumbai,249,244.09170532226562,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,19
2025-11-23 19:00:00,Los Angeles,35,34.72740936279297,Good,Low,Unrestricted,Not necessary,19
2025-11-23 19:00:00,New York,29,29.495349884033203,Good,Low,Unrestricted,Not necessary,19
2025-11-23 19:00:00,Beijing,242,231.83200073242188,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,19
2025-11-23 19:00:00,Mexico City,102,102.27838134765625,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,19
2025-11-23 19:00:00,Tokyo,33,32.6346435546875,Good,Low,Unrestricted,Not necessary,19
2025-11-23 19:00:00,Delhi,176,175.34490966796875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,19
2025-11-23 19:00:00,Cairo,90,90.76498413085938,Moderate,Low,Generally Safe,Not necessary,19
2025-11-23 20:00:00,São Paulo,13,13.038132667541504,Good,Low,Unrestricted,Not necessary,20
2025-11-23 20:00:00,Mumbai,242,227.6857452392578,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,20
2025-11-23 20:00:00,Delhi,183,181.95330810546875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,20
2025-11-23 20:00:00,Tokyo,29,29.055307388305664,Good,Low,Unrestricted,Not necessary,20
2025-11-23 20:00:00,Los Angeles,34,33.888370513916016,Good,Low,Unrestricted,Not necessary,20
2025-11-23 20:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,20
2025-11-23 20:00:00,New York,28,28.24127960205078,Good,Low,Unrestricted,Not necessary,20
2025-11-23 20:00:00,Beijing,255,247.0344696044922,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,20
2025-11-23 20:00:00,Mexico City,500,349.6168518066406,Hazardous,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,20
2025-11-23 20:00:00,Cairo,92,91.24687957763672,Moderate,Low,Generally Safe,Not necessary,20
2025-11-23 21:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,21
2025-11-23 21:00:00,Tokyo,25,25.04368782043457,Good,Low,Unrestricted,Not necessary,21
2025-11-23 21:00:00,New York,10,11.77193546295166,Good,Low,Unrestricted,Not necessary,21
2025-11-23 21:00:00,Delhi,188,187.3121795654297,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,21
2025-11-23 21:00:00,Mexico City,86,51.945465087890625,Moderate,Low,Generally Safe,Not necessary,21
2025-11-23 21:00:00,São Paulo,12,12.048794746398926,Good,Low,Unrestricted,Not necessary,21
2025-11-23 21:00:00,Cairo,94,93.03654479980469,Moderate,Low,Generally Safe,Not necessary,21
2025-11-23 21:00:00,Mumbai,237,231.6848602294922,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,21
2025-11-23 21:00:00,Beijing,259,262.7040100097656,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,21
2025-11-23 21:00:00,Los Angeles,34,33.888370513916016,Good,Low,Unrestricted,Not necessary,21
2025-11-23 22:00:00,Cairo,96,95.21354675292969,Moderate,Low,Generally Safe,Not necessary,22
2025-11-23 22:00:00,New York,10,10.622993469238281,Good,Low,Unrestricted,Not necessary,22
2025-11-23 22:00:00,Delhi,193,194.08522033691406,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,22
2025-11-23 22:00:00,Tokyo,23,22.932485580444336,Good,Low,Unrestricted,Not necessary,22
2025-11-23 22:00:00,Beijing,260,263.7718811035156,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,22
2025-11-23 22:00:00,Los Angeles,36,35.38518142700195,Good,Low,Unrestricted,Not necessary,22
2025-11-23 22:00:00,Mumbai,233,231.2517547607422,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,22
2025-11-23 22:00:00,São Paulo,12,11.98901653289795,Good,Low,Unrestricted,Not necessary,22
2025-11-23 22:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,22
2025-11-23 22:00:00,Mexico City,80,132.0597381591797,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,22
2025-11-23 23:00:00,Mumbai,231,231.38194274902344,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,23
2025-11-23 23:00:00,Beijing,257,259.4662780761719,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,23
2025-11-23 23:00:00,Delhi,198,197.75535583496094,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,23
2025-11-23 23:00:00,Cairo,98,96.93578338623047,Moderate,Low,Generally Safe,Not necessary,23
2025-11-23 23:00:00,Tokyo,23,22.959239959716797,Good,Low,Unrestricted,Not necessary,23
2025-11-23 23:00:00,São Paulo,11,11.040437698364258,Good,Low,Unrestricted,Not necessary,23
2025-11-23 23:00:00,New York,13,12.788949966430664,Good,Low,Unrestricted,Not necessary,23
2025-11-23 23:00:00,Mexico City,73,75.51155853271484,Moderate,Low,Generally Safe,Not necessary,23
2025-11-23 23:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,23
2025-11-23 23:00:00,Los Angeles,39,38.87316131591797,Good,Low,Unrestricted,Not necessary,23
2025-11-24 00:00:00,Cairo,98,97.2697525024414,Moderate,Low,Generally Safe,Not necessary,0
2025-11-24 00:00:00,Tokyo,23,22.98549461364746,Good,Low,Unrestricted,Not necessary,0
2025-11-24 00:00:00,Los Angeles,44,43.43478775024414,Good,Low,Unrestricted,Not necessary,0
2025-11-24 00:00:00,New York,23,22.09769630432129,Good,Low,Unrestricted,Not necessary,0
2025-11-24 00:00:00,Beijing,241,251.7041015625,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,0
2025-11-24 00:00:00,Mexico City,67,70.60279083251953,Moderate,Low,Generally Safe,Not necessary,0
2025-11-24 00:00:00,Mumbai,229,232.41090393066406,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,0
2025-11-24 00:00:00,São Paulo,11,11.01939582824707,Good,Low,Unrestricted,Not necessary,0
2025-11-24 00:00:00,Delhi,202,202.14599609375,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,0
2025-11-24 00:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,0
2025-11-24 01:00:00,Mumbai,228,224.24659729003906,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,1
2025-11-24 01:00:00,São Paulo,11,11.034767150878906,Good,Low,Unrestricted,Not necessary,1
2025-11-24 01:00:00,Delhi,208,212.82281494140625,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,1
2025-11-24 01:00:00,Tokyo,23,22.584617614746094,Good,Low,Unrestricted,Not necessary,1
2025-11-24 01:00:00,New York,30,29.293292999267578,Good,Low,Unrestricted,Not necessary,1
2025-11-24 01:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,1
2025-11-24 01:00:00,Beijing,214,247.47415161132812,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,1
2025-11-24 01:00:00,Los Angeles,48,47.415714263916016,Good,Low,Unrestricted,Not necessary,1
2025-11-24 01:00:00,Cairo,99,97.15851593017578,Moderate,Low,Generally Safe,Not necessary,1
2025-11-24 01:00:00,Mexico City,65,66.43244934082031,Moderate,Low,Generally Safe,Not necessary,1
2025-11-24 02:00:00,Delhi,213,214.94558715820312,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,2
2025-11-24 02:00:00,São Paulo,11,11.069602966308594,Good,Low,Unrestricted,Not necessary,2
2025-11-24 02:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,2
2025-11-24 02:00:00,Mumbai,227,224.3160858154297,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,2
2025-11-24 02:00:00,New York,35,34.81618118286133,Good,Low,Unrestricted,Not necessary,2
2025-11-24 02:00:00,Los Angeles,51,51.16590881347656,Moderate,Low,Generally Safe,Not necessary,2
2025-11-24 02:00:00,Mexico City,63,62.774803161621094,Moderate,Low,Generally Safe,Not necessary,2
2025-11-24 02:00:00,Cairo,98,97.32738494873047,Moderate,Low,Generally Safe,Not necessary,2
2025-11-24 02:00:00,Beijing,193,222.30650329589844,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,2
2025-11-24 02:00:00,Tokyo,23,22.584617614746094,Good,Low,Unrestricted,Not necessary,2
2025-11-24 03:00:00,Delhi,217,221.7520294189453,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,3
2025-11-24 03:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,3
2025-11-24 03:00:00,Cairo,100,101.13426208496094,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,3
2025-11-24 03:00:00,Beijing,178,190.31497192382812,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,3
2025-11-24 03:00:00,Tokyo,22,22.049800872802734,Good,Low,Unrestricted,Not necessary,3
2025-11-24 03:00:00,New York,37,37.16508865356445,Good,Low,Unrestricted,Not necessary,3
2025-11-24 03:00:00,Mexico City,63,62.87398910522461,Moderate,Low,Generally Safe,Not necessary,3
2025-11-24 03:00:00,Los Angeles,52,52.12059020996094,Moderate,Low,Generally Safe,Not necessary,3
2025-11-24 03:00:00,Mumbai,227,224.3160858154297,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,3
2025-11-24 03:00:00,São Paulo,10,10.114411354064941,Good,Low,Unrestricted,Not necessary,3
2025-11-24 04:00:00,Delhi,221,220.4013214111328,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,4
2025-11-24 04:00:00,Mexico City,65,64.43057250976562,Moderate,Low,Generally Safe,Not necessary,4
2025-11-24 04:00:00,Los Angeles,53,53.01095199584961,Moderate,Low,Generally Safe,Not necessary,4
2025-11-24 04:00:00,São Paulo,10,10.156540870666504,Good,Low,Unrestricted,Not necessary,4
2025-11-24 04:00:00,Tokyo,23,22.88155746459961,Good,Low,Unrestricted,Not necessary,4
2025-11-24 04:00:00,New York,38,38.06331253051758,Good,Low,Unrestricted,Not necessary,4
2025-11-24 04:00:00,Mumbai,227,222.8733367919922,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,4
2025-11-24 04:00:00,Beijing,171,175.74859619140625,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,4
2025-11-24 04:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,4
2025-11-24 04:00:00,Cairo,110,110.21768188476562,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,4
2025-11-24 05:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,5
2025-11-24 05:00:00,Los Angeles,54,53.9829216003418,Moderate,Low,Generally Safe,Not necessary,5
2025-11-24 05:00:00,Mexico City,66,65.97693634033203,Moderate,Low,Generally Safe,Not necessary,5
2025-11-24 05:00:00,Tokyo,25,24.770339965820312,Good,Low,Unrestricted,Not necessary,5
2025-11-24 05:00:00,Delhi,224,224.1759490966797,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,5
2025-11-24 05:00:00,São Paulo,10,9.970142364501953,Good,Low,Unrestricted,Not necessary,5
2025-11-24 05:00:00,Mumbai,228,224.3996124267578,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,5
2025-11-24 05:00:00,New York,36,36.367862701416016,Good,Low,Unrestricted,Not necessary,5
2025-11-24 05:00:00,Cairo,128,124.55530548095703,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,5
2025-11-24 05:00:00,Beijing,165,165.17466735839844,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,5
2025-11-24 06:00:00,Mumbai,230,226.3902130126953,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,6
2025-11-24 06:00:00,London,2,2.0746066570281982,Good,Low,Unrestricted,Not necessary,6
2025-11-24 06:00:00,Mexico City,69,69.1756820678711,Moderate,Low,Generally Safe,Not necessary,6
2025-11-24 06:00:00,Los Angeles,54,53.969261169433594,Moderate,Low,Generally Safe,Not necessary,6
2025-11-24 06:00:00,Cairo,154,148.78701782226562,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,6
2025-11-24 06:00:00,Beijing,160,163.5785675048828,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,6
2025-11-24 06:00:00,Tokyo,28,27.8745174407959,Good,Low,Unrestricted,Not necessary,6
2025-11-24 06:00:00,New York,32,32.21448516845703,Good,Low,Unrestricted,Not necessary,6
2025-11-24 06:00:00,São Paulo,9,9.230990409851074,Good,Low,Unrestricted,Not necessary,6
2025-11-24 06:00:00,Delhi,226,225.91517639160156,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,6
2025-11-24 07:00:00,Cairo,158,154.7395477294922,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,7
2025-11-24 07:00:00,Beijing,164,169.63137817382812,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,7
